Term,Category Code,Category Name,Tweet,Example Tweet Tokens,Example Tweet Tags
#rescueph trapped no food water,C02,"Needs food, or able to provide food","@kamrul: #rescuePH TRAPPED NO FOOD WATER SINCE 9AM Ellen,Ph9, mariposa st midtown village cainta,09062424937","@kamrul : #rescuePH TRAPPED NO FOOD WATER SINCE 9AM Ellen , Ph9 , mariposa st midtown village cainta , 09062424937","@ ~ ^ V D N N P $ ^ , ^ , ^ ^ A N ^ , $"
army providing mres(meal ready to eat packs,C02,"Needs food, or able to provide food","RT @FarahGladiator: Pakistan Army providing MREs(Meal Ready to Eat packs) to #Earthquake victims in Kheich, Turbat, Balochistan. http://t.c...","RT @FarahGladiator : Pakistan Army providing MREs(Meal Ready to Eat packs ) to #Earthquake victims in Kheich , Turbat , Balochistan . http://t.c ...","~ @ ~ ^ N V N A P V N , P ^ N P ^ , ^ , ^ , U ,"
begging for food,C02,"Needs food, or able to provide food",RT @tweetnirizal: Think of the hungry children of Bohol begging for food when you post your dinner on Instagram. #Bohol,RT @tweetnirizal : Think of the hungry children of Bohol begging for food when you post your dinner on Instagram . #Bohol,"~ @ ~ V P D A N P ^ V P N R O V D N P ^ , #"
care and share food bank,C02,"Needs food, or able to provide food",100% of profits from these awesome tees benefit CO Red Cross &amp; Care and Share Food Bank: http://t.co/3v6tw16d - help victims of CO #Wildfire,100% of profits from these awesome tees benefit CO Red Cross & Care and Share Food Bank : http://t.co/3v6tw16d - help victims of CO #Wildfire,"$ P N P D A N V ^ A N & N & V ^ ^ , U , V N P ^ ^"
distributes food,C02,"Needs food, or able to provide food","RT @WFP_Asia: WFP #Philippines Ambassador @kc_concepcion distributes food in Compostela Valley, one of the worst-affected by #Bopha http ...","RT @WFP_Asia : WFP #Philippines Ambassador @kc_concepcion distributes food in Compostela Valley , one of the worst-affected by #Bopha http ...","~ @ ~ ^ ^ ^ @ V N P ^ ^ , $ P D A P ^ U ~"
donate any supplies,C02,"Needs food, or able to provide food",RT @JUDENITESgotit: Please donate any supplies to those people who was affected by the flood #MaringPH #sjcsFAMILY http://t.co/5LNJjclzhj,RT @JUDENITESgotit : Please donate any supplies to those people who was affected by the flood #MaringPH #sjcsFAMILY http://t.co/5LNJjclzhj,~ @ ~ V V D N P D N O V V P D N # # U
donate/distribute food,C02,"Needs food, or able to provide food",#LacMégantic support - #RoyalCanin is honoured to partner w/ Société Protectrice de l’Estrie to donate/distribute food to petowners in need.,#LacM égantic support - #RoyalCanin is honoured to partner w/ Société Protectrice de l’Estrie to donate/distribute food to petowners in need .,"# N V , ^ V V P N P ^ ^ P ^ P V N P V P N ,"
donating binalot meals,C02,"Needs food, or able to provide food",RT @juanxi: Help #MaringPH victims by donating Binalot meals http://t.co/K1lyBcNxoO via @socialinfinity #reliefPH,RT @juanxi : Help #MaringPH victims by donating Binalot meals http://t.co/K1lyBcNxoO via @socialinfinity #reliefPH,~ @ ~ V ^ N P V ^ N U P @ #
donation pickup,C02,"Needs food, or able to provide food",Location for tomorrows green cleaning chemical donation pickup has changed. New location TBD. Will update ASAP. #yychelps #yyc #abflood,Location for tomorrows green cleaning chemical donation pickup has changed . New location TBD . Will update ASAP . #yychelps #yyc #abflood,"N P S A N N N N V V , A N ^ , V V R , # # #"
donations especially rice,C02,"Needs food, or able to provide food",RT @TOSP_AC: #ReliefPH: UA&amp;P is having a relief drive and needs more food donations especially rice and canned goods via @jayarmira.,RT @TOSP_AC : #ReliefPH : UA&P is having a relief drive and needs more food donations especially rice and canned goods via @jayarmira .,"~ @ ~ # , ^ V V D N N & V A N N R N & A N P @ ,"
donations like canned goods,C02,"Needs food, or able to provide food","Check Red Cross, DSWD. RT @iamboolach: where can I drop donations like canned goods and childrens clothes? (from Laguna area)  #reliefPH","Check Red Cross , DSWD . RT @iamboolach : where can I drop donations like canned goods and childrens clothes ? ( from Laguna area ) #reliefPH","V A N , ^ , ~ @ ~ R V O V N P A N & ^ N , , P ^ N , #"
drop off donations,C02,"Needs food, or able to provide food",RT @MsCandice_UC: We're set up and ready to go! Help #Cebu. All you need to do is drop off donations at UC-Banilad  http://t.co/iJ0CVCEiku,RT @MsCandice_UC : We're set up and ready to go ! Help #Cebu . All you need to do is drop off donations at UC-Banilad http://t.co/iJ0CVCEiku,"~ @ ~ L V T & A P V , V ^ , X O V P V V V T N P ^ U"
emergency food packages,C02,"Needs food, or able to provide food",CWS providing emergency food packages to families hit by #floods in #Pakistan http://t.co/M0NkYU6d01,CWS providing emergency food packages to families hit by #floods in #Pakistan http://t.co/M0NkYU6d01,^ V N N N P N V P N P ^ U
family food packs,C02,"Needs food, or able to provide food","RT @dswdserves: As of Aug 22, a total of 58,387 family food packs were distributed in six regions affected by Habagat #reliefPH @dinkysunfl...","RT @dswdserves : As of Aug 22 , a total of 58,387 family food packs were distributed in six regions affected by Habagat #reliefPH @dinkysunfl ...","~ @ ~ P P ^ $ , D N P $ N N N V V P $ N V P ^ # @ ,"
firing up the grill,C02,"Needs food, or able to provide food",Boulder County amends fire ban to allow charcoal grills in some locations: BOULDER -- Firing up the grill this... http://t.co/nd59wcBf,Boulder County amends fire ban to allow charcoal grills in some locations : BOULDER -- Firing up the grill this ... http://t.co/nd59wcBf,"^ ^ N N N P V N N P D N , ^ , V T D N D ~ U"
food,C02,"Needs food, or able to provide food","Guys we badly need your help for the victims of 7.2 earthquake last tuesday in Bohol,Philippines.We need food,water,gasoline,and candles.","Guys we badly need your help for the victims of 7.2 earthquake last tuesday in Bohol , Philippines . We need food , water , gasoline , and candles .","N O R V D N P D N P $ N A N P ^ , ^ , O V N , N , N , & N ,"
food packets and health services to affected people,C02,"Needs food, or able to provide food","RT @ChouhanShivraj: The team is providing ex-gratia amounts, food packets and health services to affected people at the camp. #Uttarakhand","RT @ChouhanShivraj : The team is providing ex-gratia amounts , food packets and health services to affected people at the camp . #Uttarakhand","~ @ ~ D N V V N N , N N & N N P V N P D N , #"
food packs,C02,"Needs food, or able to provide food","#reliefPH Food packs, water &amp; non-food items needed. In #Iligan, pls contact: @rmpnmr +63 223 5179 or BALSA #Mindanao #Lanao +63 222 6516","#reliefPH Food packs , water & non-food items needed . In #Iligan , pls contact : @rmpnmr +63 223 5179 or BALSA #Mindanao #Lanao +63 222 6516","# N N , N & A N V , P ^ , V V , @ $ $ $ & ^ ^ ^ $ $ $"
food supplies,C02,"Needs food, or able to provide food","Sana the Senators/Congressmen donate yun pork barrel to fixing the roads,better sewage system &amp;also for clothing &amp; food supplies!#reliefPH","Sana the Senators/Congressmen donate yun pork barrel to fixing the roads , better sewage system & also for clothing & food supplies ! #reliefPH","G D N V ^ N N P V D N , A N N & R P N & N N , #"
hospital food shortage,C02,"Needs food, or able to provide food",RT @rosalesglee: UST HOSPITAL FOOD SHORTAGE @themayorlim #rescuePH,RT @rosalesglee : UST HOSPITAL FOOD SHORTAGE @themayorlim #rescuePH,~ @ ~ ^ ^ ^ N @ #
hospital is running out of food,C02,"Needs food, or able to provide food",RT @RescuePH: RT @HeyItsMeChris48: UST Hospital is running out of food. They need help. @MMDA @gmanews @RescuePH #RescuePH,RT @RescuePH : RT @HeyItsMeChris48 : UST Hospital is running out of food . They need help . @MMDA @gmanews @RescuePH #RescuePH,"~ @ ~ ~ @ ~ ^ ^ V V P P N , O V N , @ @ @ #"
hospital needs food,C02,"Needs food, or able to provide food",RT @AnnValerio: University of Santo Tomas (UST) Hospital needs food for the patients and staff. #rescuePH,RT @AnnValerio : University of Santo Tomas ( UST ) Hospital needs food for the patients and staff . #rescuePH,"~ @ ~ N P ^ ^ , ^ , N V N P D N & N , #"
hungry children,C02,"Needs food, or able to provide food",RT @tweetnirizal: Think of the hungry children of Bohol begging for food when you post your dinner on Instagram. #Bohol,RT @tweetnirizal : Think of the hungry children of Bohol begging for food when you post your dinner on Instagram . #Bohol,"~ @ ~ V P D A N P ^ V P N R O V D N P ^ , #"
need canned,C02,"Needs food, or able to provide food","RT @jboygonzalessj: Ateneo HS #reliefPH kitchen: We have distributed 6,070 meals, and 1200 to be delived. Cooking rice now. Need canned  ...","RT @jboygonzalessj : Ateneo HS #reliefPH kitchen : We have distributed 6,070 meals , and 1200 to be delived . Cooking rice now . Need canned ...","~ @ ~ ^ ^ ^ ^ , O V V $ N , & $ P V A , V N R , V A ,"
needs food,C02,"Needs food, or able to provide food","@JURISfernandez Our hometown,Monkayo,needs food,clothes,medicines and shelters,#HelpMonkayo #reliefPH #PabloPH #Bopha http://t.co/qDAJ59Fy","@JURISfernandez Our hometown , Monkayo , needs food , clothes , medicines and shelters , #HelpMonkayo #reliefPH #PabloPH #Bopha http://t.co/qDAJ59Fy","@ D N , ^ , V N , N , N & N , # # # # U"
no food,C02,"Needs food, or able to provide food","Wanna travel back to stone age? Book your ticket to Pakistan - no electricity, no food, no drinking water, no fuel and flood everywhere.","Wanna travel back to stone age ? Book your ticket to Pakistan - no electricity , no food , no drinking water , no fuel and flood everywhere .","V V R P ^ N , V D N P ^ , D N , D N , D N N , D N & V R ,"
non-food,C02,"Needs food, or able to provide food","#reliefPH Food packs, water &amp; non-food items needed. In #Iligan, pls contact: @rmpnmr +63 223 5179 or BALSA #Mindanao #Lanao +63 222 6516","#reliefPH Food packs , water & non-food items needed . In #Iligan , pls contact : @rmpnmr +63 223 5179 or BALSA #Mindanao #Lanao +63 222 6516","# N N , N & A N V , P ^ , V V , @ $ $ $ & ^ ^ ^ $ $ $"
not confident it will last but maybe i won't lose all the food,C02,"Needs food, or able to provide food",Power! #darkTO a little less dark for the moment. Not confident it will last but maybe I won't lose all the food in the freezer :/,Power ! #darkTO a little less dark for the moment . Not confident it will last but maybe I won't lose all the food in the freezer :/,"N , # D A A N P D N , R A O V A & R O V V D D N P D N E"
packaged food,C02,"Needs food, or able to provide food","RT @BoulderRelief: NEEDED: New towels, new blankets, new socks, dry shoes, packaged food for #BoulderFlood relief! Bring to 2850 Mapleton A...","RT @BoulderRelief : NEEDED : New towels , new blankets , new socks , dry shoes , packaged food for #BoulderFlood relief ! Bring to 2850 Mapleton A ...","~ @ ~ V , A N , A N , A N , A N , V N P ^ N , V P $ ^ D ,"
people take rice,C02,"Needs food, or able to provide food","RT @cnnbrk: Eight killed in post-typhoon stampede as people take rice from Philippines warehouse, official says. http://t.co/QgR6NdMsJb","RT @cnnbrk : Eight killed in pos t-t yphoon stampede as people take rice from Philippines warehouse , official says . http://t.co/QgR6NdMsJb","~ @ ~ $ V P N V ^ ^ P N V N P ^ N , A N , U"
provided food,C02,"Needs food, or able to provide food","RT @SNVredcross: In addition to the Colorado flooding, #RedCross has provided food &amp; shelter to people affected by flooding in Guam, UT, AZ...","RT @SNVredcross : In addition to the Colorado flooding , #RedCross has provided food & shelter to people affected by flooding in Guam , UT , AZ ...","~ @ ~ P N P D ^ V , ^ V V N & N P N V P V P ^ , ^ , ^ ,"
scavenging for survival,C02,"Needs food, or able to provide food",After a major disaster like this it's not fair to call it looting. Most of these people are scavenging for survival. #TyphoonHaiyan,After a major disaster like this it's not fair to call it looting . Most of these people are scavenging for survival . #TyphoonHaiyan,"P D A N P O L R A P V O V , A P D N V V P N , #"
starving to death,C02,"Needs food, or able to provide food",RT @sarahcharlina: People in the affected areas are starving to death! :( But where did all the money go? *sigh* #ReliefPH #Haiyan #Yolanda...,RT @sarahcharlina : People in the affected areas are starving to death ! :( But where did all the money go ? * sigh * #ReliefPH #Haiyan #Yolanda ...,"~ @ ~ N P D A N V V P N , E & R V X D N V , , V , # # # ,"
tissue and biscuits,C02,"Needs food, or able to provide food","RT @merphi: UA&amp;P UPDATE (2:32pm): we need canned goods, tissue and biscuits. Thank you! #ReliefPH","RT @merphi : UA&P UPDATE ( 2:32 pm ): we need canned goods , tissue and biscuits . Thank you ! #ReliefPH","~ @ ~ G N , $ N , O V A N , N & N , V O , #"
victims identified,C02,"Needs food, or able to provide food",RT @NBCNewYork: #BREAKING: Three victims identified in deadly Metro-North train derailment http://t.co/0GGGdqaWV3,RT @NBCNewYork : #BREAKING : Three victims identified in deadly Metro-North train derailment http://t.co/0GGGdqaWV3,"~ @ ~ # , $ N V P A ^ N N U"
well-fed,C02,"Needs food, or able to provide food",Ft Collins community is keeping everyone from #highparkfire well-fed. Today: fresh-grilled Tacos On the Street.,Ft Collins community is keeping everyone from #highparkfire well-fed . Today : fresh-grilled Tacos On the Street .,"V ^ N V V N P ^ A , N , A N P D N ,"
working to buy {Number} million meal,C02,"Needs food, or able to provide food",RT @AC360: Journey singer @arnelpineda says his group is working to buy two million meal for #typhoon victims. #AC360,RT @AC360 : Journey singer @arnelpineda says his group is working to buy two million meal for #typhoon victims . #AC360,"~ @ ~ N N @ V D N V V P V $ $ N P ^ N , #"
{Number} critical,C03,"Mental, physical, emotional well being and health","#LAXShooting @CNN reporting 3 victims at Ronald Reagan UCLA Medical Center, 1 critical","#LAXShooting @CNN reporting 3 victims at Ronald Reagan UCLA Medical Center , 1 critical","# @ V $ N P ^ ^ ^ ^ ^ , $ A"
{Number} injured,C03,"Mental, physical, emotional well being and health",RT @khalidkhan787: Update : 17 injured due to #earthquake being shifted from Awaran to Karachi,RT @khalidkhan787 : Update : 17 injured due to #earthquake being shifted from Awaran to Karachi,"~ @ ~ N , $ V A P ^ V V P ^ P ^"
{Number} patient,C03,"Mental, physical, emotional well being and health","RT @RT_com: UPDATE: 1 patient in critical, 2 others in fair condition at UCLA Medical Center after #LAX shooting - @NBCNews http://t.co/eUI...","RT @RT_com : UPDATE : 1 patient in critical , 2 others in fair condition at UCLA Medical Center after #LAX shooting - @NBCNews http://t.co/eUI ...","~ @ ~ N , $ N P A , $ N P A N P ^ ^ ^ P ^ V , @ U ,"
